From	Entry	Entry Name	Protein names	Gene Names	Organism
"Rho GDP-dissociation inhibitor 2	RhoGDI2"					
"Far upstream element-binding protein 2	FUBP2"	Q92945	FUBP2_HUMAN	Far upstream element-binding protein 2 (FUSE-binding protein 2) (KH type-splicing regulatory protein (KSRP)) (p75)	KHSRP FUBP2	Homo sapiens (Human)
