Entry	Entry Name	Gene	Gene Names	Protein names	Reviewed	Ribosomal	RP Gene	RP Nomenclature	RP Subunit	Evidence	N studies	N datasets	Studies	Cell lines	Systems	Datasets	Accessions	Source labels	Caveats	Notes
Q9GZP9	DERL2_HUMAN	DERL2	DERL2 DER2 FLANA	Derlin-2 (Degradation in endoplasmic reticulum protein 2) (Der1-like protein 2) (F-LAN-1) (F-LANa)	yes					in-cell	1	1	Donnellan 2022	PBL, 3 donors	ex vivo, basal	donnellan-2022-pbl	I3L0R8	I3L0R8 | Derlin (Fragment)	donnellan-2022-pbl: primary cells, ex vivo	
Q9GZR1	SENP6_HUMAN	SENP6	SENP6 KIAA0797 SSP1 SUSP1	Sentrin-specific protease 6 (SUMO-1-specific protease 1) (Sentrin/SUMO-specific protease SENP6)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	Q9GZR1	Q9GZR1 | Sentrin-specific protease 6		
Q9GZR7	DDX24_HUMAN	DDX24	DDX24	ATP-dependent RNA helicase DDX24 (DEAD box protein 24)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9GZR7	Q9GZR7 | ATP-dependent RNA helicase DDX24		
Q9GZZ1	NAA50_HUMAN	NAA50	NAA50 MAK3 NAT13 NAT5	N-alpha-acetyltransferase 50 (N-acetyltransferase 13) (N-acetyltransferase 5) (N-acetyltransferase san homolog) (N-epsilon-acetyltransferase 50) (NatE catalytic subunit)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	E7EQ69	E7EQ69 | N-alpha-acetyltransferase 50		
Q9H019	MFR1L_HUMAN	MTFR1L	MTFR1L FAM54B	Mitochondrial fission regulator 1-like	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9H019	Q9H019 | Mitochondrial fission regulator 1-like		
Q9H061	T126A_HUMAN	TMEM126A	TMEM126A	Transmembrane protein 126A	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	Q9H061	Q9H061 | Transmembrane protein 126A		
Q9H074	PAIP1_HUMAN	PAIP1	PAIP1	Polyadenylate-binding protein-interacting protein 1	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9H074	Q9H074 | Polyadenylate-binding protein-interacting protein 1		
Q9H082	RB33B_HUMAN	RAB33B	RAB33B	Ras-related protein Rab-33B	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	A0A494C0Z5	A0A494C0Z5 | Ras-related protein Rab-33B		
Q9H0D6	XRN2_HUMAN	XRN2	XRN2	5'-3' exoribonuclease 2 (DHM1-like protein)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9H0D6	Q9H0D6 | 5'-3' exoribonuclease 2		
Q9H0U4	RAB1B_HUMAN	RAB1B	RAB1B	Ras-related protein Rab-1B	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	Q9H0U4	Ras-related protein Rab 1B | RAB1B		
Q9H1E3	NUCKS_HUMAN	NUCKS1	NUCKS1 NUCKS	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 (P1)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	Q9H1E3	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1		
Q9H223	EHD4_HUMAN	EHD4	EHD4 HCA10 HCA11 PAST4	EH domain-containing protein 4 (Hepatocellular carcinoma-associated protein 10/11) (PAST homolog 4)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9H223	Q9H223 | EH domain-containing protein 4		
Q9H251	CAD23_HUMAN	CDH23	CDH23 KIAA1774 KIAA1812	Cadherin-23 (Otocadherin)	yes					in-cell	1	1	Zheng 2024	SH-SY5Y	in-cell, 0-1000 uM MGO	zheng-2024-shsy5y-fig4	Q9H251	CDH23	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
Q9H2U1	DHX36_HUMAN	DHX36	DHX36 DDX36 KIAA1488 MLEL1 RHAU	ATP-dependent DNA/RNA helicase DHX36 (DEAD/H box polypeptide 36) (DEAH-box protein 36) (G4-resolvase-1) (MLE-like protein 1) (RNA helicase associated with AU-rich element protein)	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	Q9H2U1	Q9H2U1 | ATP-dependent DNA/RNA helicase DHX36		
Q9H306	MMP27_HUMAN	MMP27	MMP27	Matrix metalloproteinase-27	yes					in-cell	1	1	Zheng 2024	SH-SY5Y	in-cell, 0-1000 uM MGO	zheng-2024-shsy5y-fig4	Q9H306	MMP27	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
Q9H3H1	MOD5_HUMAN	TRIT1	TRIT1 IPT MOD5	tRNA dimethylallyltransferase (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (hGRO1) (tRNA isopentenyltransferase 1)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q9H3H1	TRIT1 | tRNA dimethylallyltransferase, mitochondrial	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q9H3H3	CK068_HUMAN	C11orf68	C11orf68 BLES03	UPF0696 protein C11orf68 (Basophilic leukemia-expressed protein Bles03) (Protein p5326)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9H3H3	Q9H3H3 | UPF0696 protein C11orf68		
Q9H410	DSN1_HUMAN	DSN1	DSN1 C20orf172 MIS13	Kinetochore-associated protein DSN1 homolog	yes					in-cell	1	1	Zheng 2024	SH-SY5Y	in-cell, 0-1000 uM MGO	zheng-2024-shsy5y-fig4	Q9H410	DSN1	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
Q9H4A4	AMPB_HUMAN	RNPEP	RNPEP APB	Aminopeptidase B (Arginine aminopeptidase) (Arginyl aminopeptidase)	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	A6NKB8	A6NKB8 | Aminopeptidase B		
Q9H6L2	TM231_HUMAN	TMEM231	TMEM231	Transmembrane protein 231	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q9H6L2	TMEM231 | Transmembrane protein 231	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q9H6U6	BCAS3_HUMAN	BCAS3	BCAS3	BCAS3 microtubule associated cell migration factor (Breast carcinoma-amplified sequence 3) (GAOB1)	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	Q9H6U6	Q9H6U6 | Breast carcinoma-amplified sequence 3		
Q9H792	PEAK1_HUMAN	PEAK1	PEAK1 KIAA2002	Inactive tyrosine-protein kinase PEAK1 (Pseudopodium-enriched atypical kinase 1) (Sugen kinase 269) (Tyrosine-protein kinase SgK269)	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	Q9H792	Q9H792 | Inactive tyrosine-protein kinase PEAK1		
Q9H7D0	DOCK5_HUMAN	DOCK5	DOCK5	Dedicator of cytokinesis protein 5	yes					in-cell	1	1	Donnellan 2022	PBL, 3 donors	ex vivo, basal	donnellan-2022-pbl	Q9H7D0	Q9H7D0 | Dedicator of cytokinesis protein 5	donnellan-2022-pbl: primary cells, ex vivo	
Q9H7N4	SFR19_HUMAN	SCAF1	SCAF1 SFRS19 SRA1	Splicing factor, arginine/serine-rich 19 (SR-related C-terminal domain-associated factor 1) (SR-related-CTD-associated factor) (Serine arginine-rich pre-mRNA splicing factor SR-A1)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	Q9H7N4	Q9H7N4 | Splicing factor, arginine/serine-rich 19		
Q9H9E3	COG4_HUMAN	COG4	COG4	Conserved oligomeric Golgi complex subunit 4 (Component of oligomeric Golgi complex 4)	yes					in-cell	1	1	Donnellan 2022	PBL, 3 donors	ex vivo, basal	donnellan-2022-pbl	J3KNI1	J3KNI1 | Conserved oligomeric Golgi complex subunit 4	donnellan-2022-pbl: primary cells, ex vivo	
Q9HAV7	GRPE1_HUMAN	GRPEL1	GRPEL1 GREPEL1	GrpE protein homolog 1, mitochondrial (HMGE) (Mt-GrpE#1)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9HAV7	Q9HAV7 | GrpE protein homolog 1, mitochondrial		
Q9HB19	PKHA2_HUMAN	PLEKHA2	PLEKHA2 TAPP2	Pleckstrin homology domain-containing family A member 2 (Tandem PH domain-containing protein 2)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	Q9HB19	Q9HB19 | Pleckstrin homology domain-containing family A member 2		
Q9HC36	MRM3_HUMAN	MRM3	MRM3 RNMTL1	rRNA methyltransferase 3, mitochondrial (16S rRNA (guanosine(1370)-2'-O)-methyltransferase) (16S rRNA [Gm1370] 2'-O-methyltransferase) (RNA methyltransferase-like protein 1)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9HC36	Q9HC36 | rRNA methyltransferase 3, mitochondrial		
Q9HC38	GLOD4_HUMAN	GLOD4	GLOD4 C17orf25	Glyoxalase domain-containing protein 4	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9HC38	Q9HC38 | Isoform 2 of Glyoxalase domain-containing protein 4		
Q9HCN8	SDF2L_HUMAN	SDF2L1	SDF2L1	Stromal cell-derived factor 2-like protein 1 (PWP1-interacting protein 8)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9HCN8	Q9HCN8 | Stromal cell-derived factor 2-like protein 1		
Q9NP71	MLXPL_HUMAN	MLXIPL	MLXIPL BHLHD14 MIO WBSCR14	Carbohydrate-responsive element-binding protein (Class D basic helix-loop-helix protein 14) (MLX interactor) (MLX-interacting protein-like) (WS basic-helix-loop-helix leucine zipper protein) (Williams-Beuren syndrome chromosomal region 14 protein)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q9NP71	Carbohydrate-response element-binding protein (Mondo A)	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q9NPF0	CD320_HUMAN	CD320	CD320 8D6A	CD320 antigen (8D6 antigen) (FDC-signaling molecule 8D6) (Transcobalamin receptor)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9NPF0	Q9NPF0 | CD320 antigen		
Q9NPJ6	MED4_HUMAN	MED4	MED4 ARC36 DRIP36 VDRIP	Mediator of RNA polymerase II transcription subunit 4 (Activator-recruited cofactor 36 kDa component) (Mediator complex subunit 4) (TRAP/SMCC/PC2 subunit p36 subunit) (Vitamin D3 receptor-interacting protein complex 36 kDa component)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	Q9NPJ6	Q9NPJ6 | Mediator of RNA polymerase II transcription subunit 4		
Q9NPR2	SEM4B_HUMAN	SEMA4B	SEMA4B KIAA1745 SEMAC	Semaphorin-4B (Semaphorin-C)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q9NPR2	SEMA4B | Semaphorin-4B	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q9NQ55	SSF1_HUMAN	PPAN	PPAN BXDC3 SSF1	Suppressor of SWI4 1 homolog (Brix domain-containing protein 3) (Peter Pan homolog)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9NQ55	Q9NQ55 | Suppressor of SWI4 1 homolog		
Q9NQ66	PLCB1_HUMAN	PLCB1	PLCB1 KIAA0581	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 (PLC-154) (Phosphoinositide phospholipase C-beta-1) (Phospholipase C-I) (Phospholipase C-beta-1)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q9NQ66	PLCB1 | Phosphoinositide phospholipase C	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q9NQT8	KI13B_HUMAN	KIF13B	KIF13B GAKIN KIAA0639	Kinesin-like protein KIF13B (Kinesin-like protein GAKIN)	yes					in-cell	1	1	Donnellan 2022	PBL, 3 donors	ex vivo, basal	donnellan-2022-pbl	Q9NQT8	Q9NQT8 | Kinesin-like protein KIF13B	donnellan-2022-pbl: primary cells, ex vivo	
Q9NR09	BIRC6_HUMAN	BIRC6	BIRC6 KIAA1289	Dual E2 ubiquitin-conjugating enzyme/E3 ubiquitin-protein ligase BIRC6 (BIR repeat-containing ubiquitin-conjugating enzyme) (Baculoviral IAP repeat-containing protein 6) (Ubiquitin-conjugating BIR domain enzyme apollon)	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	Q9NR09	Q9NR09 | Baculoviral IAP repeat-containing protein 6		
Q9NR45	SIAS_HUMAN	NANS	NANS SAS	N-acetylneuraminate-9-phosphate synthase (3-deoxy-D-glycero-D-galacto-nononate 9-phosphate synthase) (N-acetylneuraminic acid phosphate synthase) (Sialic acid phosphate synthase) (Sialic acid synthase)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	Q9NR45	Sialic acid synthetase | NANS		
Q9NR48	ASH1L_HUMAN	ASH1L	ASH1L KIAA1420 KMT2H	Histone-lysine N-methyltransferase ASH1L (ASH1-like protein) (Absent small and homeotic disks protein 1 homolog) (Lysine N-methyltransferase 2H)	yes					in-cell	1	1	Zheng 2024	SH-SY5Y	in-cell, 0-1000 uM MGO	zheng-2024-shsy5y-fig4	Q9NR48	ASH1L	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
Q9NR56	MBNL1_HUMAN	MBNL1	MBNL1 EXP KIAA0428 MBNL	Muscleblind-like protein 1 (Triplet-expansion RNA-binding protein)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	A0A0A0MQX8	A0A0A0MQX8 | Muscleblind-like protein 1		
Q9NRF8	PYRG2_HUMAN	CTPS2	CTPS2	CTP synthase 2 (CTP synthetase 2) (UTP--ammonia ligase 2)	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	Q9NRF8	Q9NRF8 | CTP synthase 2		
Q9NS15	LTBP3_HUMAN	LTBP3	LTBP3	Latent-transforming growth factor beta-binding protein 3	yes					in-cell	1	1	Zheng 2024	SH-SY5Y	in-cell, 0-1000 uM MGO	zheng-2024-shsy5y-fig4	Q9NS15	LTBP3	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
Q9NS28	RGS18_HUMAN	RGS18	RGS18 RGS13	Regulator of G protein signaling 18	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9NS28	Q9NS28 | Regulator of G-protein signaling 18		
Q9NSC5	HOME3_HUMAN	HOMER3	HOMER3	Homer protein homolog 3	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9NSC5	Q9NSC5 | Homer protein homolog 3		
Q9NTI5	PDS5B_HUMAN	PDS5B	PDS5B APRIN AS3 KIAA0979	Sister chromatid cohesion protein PDS5 homolog B (Androgen-induced proliferation inhibitor) (Androgen-induced prostate proliferative shutoff-associated protein AS3)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9NTI5	Q9NTI5 | Sister chromatid cohesion protein PDS5 homolog B		
Q9NUG6	PDRG1_HUMAN	PDRG1	PDRG1 C20orf126 PDRG	p53 and DNA damage-regulated protein 1	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	Q9NUG6	Q9NUG6 | p53 and DNA damage-regulated protein 1		
Q9NVK5	FGOP2_HUMAN	FGFR1OP2	FGFR1OP2	FGFR1 oncogene partner 2	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9NVK5	Q9NVK5 | Isoform 2 of FGFR1 oncogene partner 2		
Q9NVV5	AIG1_HUMAN	AIG1	AIG1	Androgen-induced gene 1 protein (Fatty acid esters of hydroxy fatty acids hydrolase AIG1)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9NVV5	Q9NVV5 | Isoform 2 of Androgen-induced gene 1 protein		
Q9NW64	RBM22_HUMAN	RBM22	RBM22 ZC3H16	Pre-mRNA-splicing factor RBM22 (RNA-binding motif protein 22) (Zinc finger CCCH domain-containing protein 16)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q9NW64	RBM22 | Heat shock protein family A member 1B	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q9NWH9	SLTM_HUMAN	SLTM	SLTM MET	SAFB-like transcription modulator (Modulator of estrogen-induced transcription)	yes					in-cell	1	1	Donnellan 2022	PBL, 3 donors	ex vivo, basal	donnellan-2022-pbl	Q9NWH9	Q9NWH9 | SAFB-like transcription modulator	donnellan-2022-pbl: primary cells, ex vivo	
Q9NX02	NALP2_HUMAN	NLRP2	NLRP2 NALP2 NBS1 PAN1 PYPAF2	NACHT, LRR and PYD domains-containing protein 2 (Nucleotide-binding site protein 1) (PYRIN domain and NACHT domain-containing protein 1) (PYRIN-containing APAF1-like protein 2)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q9NX02	NLRP2 | NACHT, LRR and PYD domains-containing protein 2	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q9NX40	OCAD1_HUMAN	OCIAD1	OCIAD1 ASRIJ OCIA	OCIA domain-containing protein 1 (Ovarian cancer immunoreactive antigen domain containing 1) (Ovarian carcinoma immunoreactive antigen)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9NX40	Q9NX40 | OCIA domain-containing protein 1		
Q9NX58	LYAR_HUMAN	LYAR	LYAR	Cell growth-regulating nucleolar protein	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9NX58	Q9NX58 | Cell growth-regulating nucleolar protein		
Q9NXH9	TRM1_HUMAN	TRMT1	TRMT1	tRNA (guanine(26)-N(2))-dimethyltransferase (tRNA 2,2-dimethylguanosine-26 methyltransferase) (tRNA methyltransferase 1) (tRNA(guanine-26,N(2)-N(2)) methyltransferase) (tRNA(m(2,2)G26)dimethyltransferase)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9NXH9	Q9NXH9 | tRNA (guanine(26)-N(2))-dimethyltransferase		
Q9NXK8	FXL12_HUMAN	FBXL12	FBXL12 FBL12	F-box/LRR-repeat protein 12 (F-box and leucine-rich repeat protein 12) (F-box protein FBL12)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9NXK8	Q9NXK8 | F-box/LRR-repeat protein 12		
Q9NY43	BARH2_HUMAN	BARHL2	BARHL2	BarH-like 2 homeobox protein	yes					in-cell	1	1	Zheng 2024	SH-SY5Y	in-cell, 0-1000 uM MGO	zheng-2024-shsy5y-fig4	Q9NY43	BARHL2	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
Q9NY99	SNTG2_HUMAN	SNTG2	SNTG2	Gamma-2-syntrophin (Syntrophin-5)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q9NY99	SNTG2 | Gamma-2-syntrophin	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q9NYP7	ELOV5_HUMAN	ELOVL5	ELOVL5 ELOVL2	Very long chain fatty acid elongase 5 (3-keto acyl-CoA synthase ELOVL5) (ELOVL fatty acid elongase 5) (Elongation of very long chain fatty acids protein 5) (Fatty acid elongase 1) (Very long chain 3-ketoacyl-CoA synthase 5) (Very long chain 3-oxoacyl-CoA synthase 5)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9NYP7	Q9NYP7 | Elongation of very long chain fatty acids protein 5		
Q9NYU2	UGGG1_HUMAN	UGGT1	UGGT1 GT UGCGL1 UGGT UGT1 UGTR	UDP-glucose:glycoprotein glucosyltransferase 1 (UDP--Glc:glycoprotein glucosyltransferase) (UDP-glucose ceramide glucosyltransferase-like 1)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9NYU2	Q9NYU2 | UDP-glucose:glycoprotein glucosyltransferase 1		
Q9NYZ2	MFRN1_HUMAN	SLC25A37	SLC25A37 MFRN MSCP	Mitoferrin-1 (Mitochondrial iron transporter 1) (Mitochondrial solute carrier protein) (Solute carrier family 25 member 37)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q9NYZ2	SLC25A37 | Mitoferrin-1	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q9NZ09	UBAP1_HUMAN	UBAP1	UBAP1	Ubiquitin-associated protein 1 (Nasopharyngeal carcinoma-associated gene 20 protein)	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	Q9NZ09	Q9NZ09 | Ubiquitin-associated protein 1		
Q9NZB2	F120A_HUMAN	FAM120A	FAM120A C9orf10 KIAA0183 OSSA	Constitutive coactivator of PPAR-gamma-like protein 1 (Oxidative stress-associated SRC activator) (Protein FAM120A)	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	Q9NZB2	Q9NZB2 | Constitutive coactivator of PPAR-gamma-like protein 1		
Q9NZE8	RM35_HUMAN	MRPL35	MRPL35	Large ribosomal subunit protein bL35m (39S ribosomal protein L35, mitochondrial)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9NZE8	Q9NZE8 | 39S ribosomal protein L35, mitochondrial		
Q9NZJ0	DTL_HUMAN	DTL	DTL CDT2 CDW1 DCAF2 L2DTL RAMP	Denticleless protein homolog (DDB1- and CUL4-associated factor 2) (Lethal(2) denticleless protein homolog) (Retinoic acid-regulated nuclear matrix-associated protein)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9NZJ0	Q9NZJ0 | Denticleless protein homolog		
Q9NZN5	ARHGC_HUMAN	ARHGEF12	ARHGEF12 KIAA0382 LARG	Rho guanine nucleotide exchange factor 12 (Leukemia-associated RhoGEF)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	Q9NZN5	Q9NZN5 | Rho guanine nucleotide exchange factor 12		
Q9P0K7	RAI14_HUMAN	RAI14	RAI14 KIAA1334 NORPEG	Ankycorbin (Ankyrin repeat and coiled-coil structure-containing protein) (Novel retinal pigment epithelial cell protein) (Retinoic acid-induced protein 14)	yes					in-cell	1	1	Zheng 2024	SH-SY5Y	in-cell, 0-1000 uM MGO	zheng-2024-shsy5y-fig4	Q9P0K7	RAI14	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
Q9P0W2	HM20B_HUMAN	HMG20B	HMG20B BRAF35 HMGX2 HMGXB2 SMARCE1R	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related (BRCA2-associated factor 35) (HMG box-containing protein 20B) (HMG domain-containing protein 2) (HMG domain-containing protein HMGX2) (Sox-like transcriptional factor) (Structural DNA-binding protein BRAF35)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9P0W2	Q9P0W2 | SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related		
Q9P1A2	PP4RL_HUMAN	PPP4R1L	PPP4R1L C20orf192	Putative serine/threonine-protein phosphatase 4 regulatory subunit 1-like	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q9P1A2	PPP4R1L | Putative serine/threonine-protein phosphatase 4 regulatory subunit 1-like	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q9P2E9	RRBP1_HUMAN	RRBP1	RRBP1 KIAA1398	Ribosome-binding protein 1 (180 kDa ribosome receptor homolog) (ES/130-related protein) (Ribosome receptor protein)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	Q9P2E9	RRBP1_HUMAN | Ribosome-binding protein 1		
Q9P2J5	SYLC_HUMAN	LARS1	LARS1 KIAA1352 LARS	Leucine--tRNA ligase, cytoplasmic (Leucyl-tRNA synthetase)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	Q9P2J5	Leucine-tRNA ligase, cytoplasmic | LARS		
Q9P2K5	MYEF2_HUMAN	MYEF2	MYEF2 KIAA1341	Myelin expression factor 2 (MST156)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q9P2K5	MYEF2 | Myelin expression factor 2	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q9P2T1	GMPR2_HUMAN	GMPR2	GMPR2	GMP reductase 2 (Guanosine 5'-monophosphate oxidoreductase 2)	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	Q9P2T1	F8WAN9 | GMP reductase		
Q9UBE0	SAE1_HUMAN	SAE1	SAE1 AOS1 SUA1 UBLE1A	SUMO-activating enzyme subunit 1 (Ubiquitin-like 1-activating enzyme E1A)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	Q9UBE0	Q9UBE0 | SUMO-activating enzyme subunit 1		
Q9UBQ7	GRHPR_HUMAN	GRHPR	GRHPR GLXR	Glyoxylate reductase/hydroxypyruvate reductase	yes					in-cell	1	1	Zheng 2024	SH-SY5Y	in-cell, 0-1000 uM MGO	zheng-2024-shsy5y-fig4	Q9UBQ7	GRHPR	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
